"","ACCIDENT_NO","X","Y","OBJECTID","ACCIDENT_D","ACC_TIME","NO_VEHICLE","ACCIDENT_T","ACC_T_DESC","ABS_CODE","PERSON_ID","AGE","RD_USER_T","RD_U_DESC","SEX","LOCATION_D","NODE_ID.x","LOCATION_T","NODE_TYPE.x","N_TYPE_DES","ROAD_ROUTE","RD_NAME_1","RD_TYPE_1","RD_NAME_2","RD_TYPE_2","DEC_RD_DES","LGA_NAME.x","REGION_NAM","STAT_DIV_N","AMG_X","AMG_Y","NODE_ID.y","NODE_TYPE.y","VICGRID94_X","VICGRID94_Y","LGA_NAME.y","LGA_NAME_ALL","REGION_NAME","DEG_URBAN_NAME","Lat","Long","POSTCODE_NO"
"243","T20190021336",2424525.008,2523265.148,1108,"2019/10/29 00:00:00+00","12.:0.00",2,1,"Collision with vehicle","A","A",64,4,"Motorcyclists","M","On CALDER ALTERNATIVE HIGHWAY 245m SE from Int BULLOCK ROAD",602916,"N","N","Non Intersection",2200,"CALDER ALTERNATIVE","HIGHWAY","BULLOCK","ROAD","Declared Road","BENDIGO","NORTHERN REGION","Bendigo",2424525.008,2523265.148,602916,"N",2424525.008,2523265.148,"BENDIGO","BENDIGO","NORTHERN REGION","RURAL_VICTORIA",-36.78730547,144.1542935,3551
"244","T20190021409",2254827.197,2773837.636,1109,"2019/10/30 00:00:00+00","07.:1.00",1,4,"Collision with a fixed object","A","3",25,3,"Passengers","M","On CASTLE CROSSING ROAD 552m E from Int FEIGLINS ROAD",609885,"N","N","Non Intersection",9999,"CASTLE CROSSING","ROAD","FEIGLINS","ROAD","Non Declared Road","MILDURA","WESTERN REGION","Country",2254827.197,2773837.636,609885,"N",2254827.197,2773837.636,"MILDURA","MILDURA","WESTERN REGION","RURAL_VICTORIA",-34.50142312,142.33214,3494
"245","T20190021553",2508829.301,2359399.272,1110,"2019/10/31 00:00:00+00","21.:0.00",5,1,"Collision with vehicle","A","3",64,1,"Pedestrians","F","On PENINSULA LINK FREEWAY 48m NE from Int DERRIL ROAD",597016,"N","N","Non Intersection",2601,"PENINSULA LINK","FREEWAY","DERRIL","ROAD","Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2508829.301,2359399.272,597016,"N",2508829.301,2359399.272,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.26683963,145.1008817,3933
"246","T20190021633",2510511.624,2415258.788,1111,"2019/11/01 00:00:00+00","16.:5.00",3,1,"Collision with vehicle","A","A",44,4,"Motorcyclists","M","At Int of HIGH STREET and LINTON AVENUE",243638,"I","I","Intersection",9999,"HIGH","STREET","LINTON","AVENUE","Non Declared Road","MANNINGHAM","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner East",2510511.624,2415258.788,243638,"I",2510511.624,2415258.788,"MANNINGHAM","MANNINGHAM","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.76357288,145.1193037,3107
"247","T20190021805",2473029.158,2399206.794,1112,"2019/11/04 00:00:00+00","03.:1.00",1,4,"Collision with a fixed object","A","A",38,2,"Drivers","M","On PRINCES FREEWAY 552m NE from Int PRINCES OUT-DUNCANS RAMP OF",598080,"N","N","Non Intersection",2500,"PRINCES","FREEWAY","PRINCES OUT-DUNCANS OF","RAMP","Declared Road","WYNDHAM","METROPOLITAN NORTH WEST REGION","Melbourne - West",2473029.158,2399206.794,598080,"N",2473029.158,2399206.794,"WYNDHAM","WYNDHAM","METROPOLITAN NORTH WEST REGION","RURAL_VICTORIA",-37.90786859,144.6933031,3030
"248","T20190021948",2263163.757,2423948.513,1113,"2019/11/06 00:00:00+00","10.:4.00",2,1,"Collision with vehicle","A","A",85,2,"Drivers","M","On GLENELG HIGHWAY 409m E from Int DUNKELD-CAVENDISH ROAD",598644,"N","N","Non Intersection",2670,"GLENELG","HIGHWAY","DUNKELD-CAVENDISH","ROAD","Declared Road","SOUTHERN GRAMPIANS","SOUTH WESTERN REGION","Country",2263163.757,2423948.513,598644,"N",2263163.757,2423948.513,"SOUTHERN GRAMPIANS","SOUTHERN GRAMPIANS","SOUTH WESTERN REGION","RURAL_VICTORIA",-37.65524412,142.3154727,3294
"249","T20190022015",2569027.159,2369015.316,1114,"2019/11/07 00:00:00+00","10.:4.00",1,4,"Collision with a fixed object","A","A",18,2,"Drivers","M","On WESTERNPORT ROAD 548m W from Int GARDNER AND HOLMAN ROAD",603166,"N","N","Non Intersection",5707,"WESTERNPORT","ROAD","GARDNER AND HOLMAN","ROAD","Declared Road","BAW BAW","EASTERN REGION","Country",2569027.159,2369015.316,603166,"N",2569027.159,2369015.316,"BAW BAW","BAW BAW","EASTERN REGION","RURAL_VICTORIA",-38.1776851,145.7877629,3818
"250","T20190022207",2600847.682,2365321.789,1115,"2019/11/09 00:00:00+00","05.:0.00",2,1,"Collision with vehicle","A","A",44,4,"Motorcyclists","M","At Int of PRINCES HIGHWAY and ASHBY STREET",53513,"I","I","Intersection",2510,"PRINCES","HIGHWAY","ASHBY","STREET","Declared Road","BAW BAW","EASTERN REGION","Country",2600847.682,2365321.789,53513,"I",2600847.682,2365321.789,"BAW BAW","BAW BAW","EASTERN REGION","TOWNS",-38.20803686,146.1513902,3824
"251","T20190022384",2484061.207,2410561.285,1116,"2019/11/11 00:00:00+00","23.:2.00",1,4,"Collision with a fixed object","A","A",29,2,"Drivers","M","On SOMERVILLE ROAD 23m E from Int FAIRBAIRN ROAD",628996,"N","N","Non Intersection",5458,"SOMERVILLE","ROAD","FAIRBAIRN","ROAD","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2484061.207,2410561.285,628996,"N",2484061.207,2410561.285,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.80582092,144.8189983,3020
"252","T20190022465",2512162.057,2375108.599,1117,"2019/11/12 00:00:00+00","22.:3.00",1,4,"Collision with a fixed object","A","A",41,2,"Drivers","M","On FRANKSTON-DANDENONG ROAD 143m from HANNAH ST (SR)",601480,"N","N","Non Intersection",2090,"FRANKSTON-DANDENONG","ROAD"," "," ","Declared Road","FRANKSTON","METROPOLITAN SOUTH EAST REGION","Metro",2512162.057,2375108.599,601480,"N",2512162.057,2375108.599,"FRANKSTON","FRANKSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.12528607,145.1386995,3199
"253","T20190022465",2512162.057,2375108.599,1117,"2019/11/12 00:00:00+00","22.:3.00",1,4,"Collision with a fixed object","A","A",41,2,"Drivers","M","On FRANKSTON-DANDENONG ROAD 143m from HANNAH ST (SR)",601480,"N","N","Non Intersection",2090,"FRANKSTON-DANDENONG","ROAD"," "," ","Declared Road","FRANKSTON","METROPOLITAN SOUTH EAST REGION","Metro",2512162.057,2375108.599,601480,"N",2512162.057,2375108.599,"FRANKSTON","FRANKSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.12528607,145.1386995,3198
"254","T20190022518",2483101.777,2409880.486,1118,"2019/11/13 00:00:00+00","14.:0.00",2,1,"Collision with vehicle","A","B",28,2,"Drivers","M","On WESTERN RING ROAD(R) 115m S from Int WESTERN RING IN-BOUNDARY RAMP OF",603182,"N","N","Non Intersection",2900,"WESTERN RING","ROAD","WESTERN RING IN-BOUNDARY OF","RAMP","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2483101.777,2409880.486,603182,"N",2483101.777,2409880.486,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.81193802,144.8080874,3020
"255","T20190022637",2474804.949,2402390.518,1119,"2019/11/14 00:00:00+00","16.:3.00",1,2,"Struck Pedestrian","A","1",54,1,"Pedestrians","M","On PRINCES FREEWAY(R) 274m NE from Int PRINCES OUT-PRINCES RAMP OF",600940,"N","N","Non Intersection",2500,"PRINCES","FREEWAY","PRINCES OUT-PRINCES OF","RAMP","Declared Road","WYNDHAM","METROPOLITAN NORTH WEST REGION","Melbourne - West",2474804.949,2402390.518,600940,"N",2474804.949,2402390.518,"WYNDHAM","WYNDHAM","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.87923405,144.7136052,3030
"256","T20190022886",2583064.325,2333984.633,1120,"2019/11/18 00:00:00+00","03.:1.00",2,1,"Collision with vehicle","A","B",79,2,"Drivers","M","On SOUTH GIPPSLAND HIGHWAY 388m S from Int STEELE STREET",609599,"N","N","Non Intersection",2580,"SOUTH GIPPSLAND","HIGHWAY","STEELE","STREET","Declared Road","SOUTH GIPPSLAND","EASTERN REGION","Country",2583064.325,2333984.633,609599,"N",2583064.325,2333984.633,"SOUTH GIPPSLAND","SOUTH GIPPSLAND","EASTERN REGION","RURAL_VICTORIA",-38.4920624,145.9519478,3953
"257","T20190022992",2513151.904,2355702.713,1121,"2019/11/18 00:00:00+00","22.:2.00",2,1,"Collision with vehicle","A","B",33,4,"Motorcyclists","M","On HODGINS ROAD 415m E from Int COOLART ROAD",602013,"N","N","Non Intersection",9999,"HODGINS","ROAD","COOLART","ROAD","Non Declared Road","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","Metro",2513151.904,2355702.713,602013,"N",2513151.904,2355702.713,"MORNINGTON PENINSULA","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.30008672,145.1503375,3915
"258","T20190023165",2537661.762,2413145.012,1122,"2019/11/20 00:00:00+00","09.:3.00",1,1,"Collision with vehicle","A","A",39,4,"Motorcyclists","M","At Int of CLEGG ROAD and UNION ROAD",64488,"I","I","Intersection",5786,"CLEGG","ROAD","UNION","ROAD","Declared Road","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","Melbourne - Outer East",2537661.762,2413145.012,64488,"I",2537661.762,2413145.012,"YARRA RANGES","YARRA RANGES","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.78191575,145.4275547,3139
"259","T20190023274",2537926.676,2379241.417,1123,"2019/11/21 00:00:00+00","16.:5.00",3,1,"Collision with vehicle","A","B",20,2,"Drivers","M","On CARDINIA ROAD 458m S from Int CARDINIA ROAD",622947,"N","N","Non Intersection",9999,"CARDINIA","ROAD","CARDINIA","ROAD","Non Declared Road","CARDINIA","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2537926.676,2379241.417,622947,"N",2537926.676,2379241.417,"CARDINIA","CARDINIA","METROPOLITAN SOUTH EAST REGION","RURAL_VICTORIA",-38.08735827,145.4323099,3810
"260","T20190023289",2498534.26,2402522.24,1124,"2019/11/21 00:00:00+00","16.:1.00",1,4,"Collision with a fixed object","A","1",33,3,"Passengers","M","On BROADWAY 65m N from Int BYRON STREET",604516,"N","N","Non Intersection",9999,"BROADWAY"," ","BYRON","STREET","Non Declared Road","PORT PHILLIP","METROPOLITAN NORTH WEST REGION","Melbourne - Inner",2498534.26,2402522.24,604516,"N",2498534.26,2402522.24,"PORT PHILLIP","PORT PHILLIP","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.87838756,144.983339,3184
"261","T20190023516",2318351.271,2466318.721,1125,"2019/11/24 00:00:00+00","16.:1.00",1,4,"Collision with a fixed object","A","A",66,2,"Drivers","M","On WESTERN HIGHWAY 120m SE from Int BARKLY STREET",635606,"N","N","Non Intersection",2520,"WESTERN","HIGHWAY","BARKLY","STREET","Declared Road","ARARAT","WESTERN REGION","Country",2318351.271,2466318.721,635606,"N",2318351.271,2466318.721,"ARARAT","ARARAT","WESTERN REGION","TOWNS",-37.28591727,142.9511314,3377
"262","T20190023678",2450338.363,2424415.059,1126,"2019/11/26 00:00:00+00","15.:2.00",2,1,"Collision with vehicle","A","A",63,2,"Drivers","F","At Int of GRAHAM STREET and PILMER STREET",49570,"I","I","Intersection",9999,"GRAHAM","STREET","PILMER","STREET","Non Declared Road","MOORABOOL","WESTERN REGION","Country",2450338.363,2424415.059,49570,"I",2450338.363,2424415.059,"MOORABOOL","MOORABOOL","WESTERN REGION","SMALL_CITIES",-37.67980756,144.4369764,3340
"263","T20190023804",2454869.867,2358570.656,1127,"2019/11/28 00:00:00+00","03.:2.00",1,2,"Struck Pedestrian","A","1",21,1,"Pedestrians","F","On BARWON HEADS ROAD 1068m from 18 (KM)",604821,"N","N","Non Intersection",5007,"BARWON HEADS","ROAD"," "," ","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2454869.867,2358570.656,604821,"N",2454869.867,2358570.656,"GEELONG","GEELONG","SOUTH WESTERN REGION","SMALL_CITIES",-38.27324489,144.4843062,3227
"264","T20190023940",2696236.869,2569342.034,1128,"2019/11/29 00:00:00+00","09.:1.00",1,4,"Collision with a fixed object","A","A",71,4,"Motorcyclists","M","On LOCKHARTS GAP ROAD 602m S from Int ESKDALE SPUR ROAD",608167,"N","N","Non Intersection",5739,"LOCKHARTS GAP","ROAD","ESKDALE SPUR","ROAD","Declared Road","TOWONG","NORTH EASTERN REGION","Country",2696236.869,2569342.034,608167,"N",2696236.869,2569342.034,"TOWONG","TOWONG","NORTH EASTERN REGION","RURAL_VICTORIA",-36.35474328,147.1866699,3701
"265","T20190024142",2442563.299,2377555.257,1129,"2019/12/01 00:00:00+00","21.:0.00",2,1,"Collision with vehicle","A","1",41,3,"Passengers","M","On THOMPSON ROAD 27m S from Int NAUGHTON AVENUE",605758,"N","N","Non Intersection",5580,"THOMPSON","ROAD","NAUGHTON","AVENUE","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2442563.299,2377555.257,605758,"N",2442563.299,2377555.257,"GEELONG","GEELONG","SOUTH WESTERN REGION","LARGE_PROVINCIAL_CITIES",-38.10154488,144.3451774,3214
"266","T20190024463",2511016.335,2378622.531,1130,"2019/12/05 00:00:00+00","06.:3.00",4,1,"Collision with vehicle","A","B",43,2,"Drivers","F","On NEPEAN HIGHWAY 46m N from Int ARMSTRONGS ROAD",614879,"N","N","Non Intersection",2660,"NEPEAN","HIGHWAY","ARMSTRONGS","ROAD","Declared Road","FRANKSTON","METROPOLITAN SOUTH EAST REGION","Metro",2511016.335,2378622.531,614879,"N",2511016.335,2378622.531,"FRANKSTON","FRANKSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.09364408,145.1255806,3198
"267","T20190024525",2482285.859,2417405.699,1131,"2019/12/05 00:00:00+00","14.:5.00",1,2,"Struck Pedestrian","A","1",66,1,"Pedestrians","F","On MAIN ROAD W 10m E from Int MCKECHNIE STREET",651447,"N","N","Non Intersection",5502,"MAIN","ROAD","MCKECHNIE","STREET","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - West",2482285.859,2417405.699,651447,"N",2482285.859,2417405.699,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.74411949,144.7990015,3021
"268","T20190024542",2517180.897,2377494.694,1132,"2019/12/05 00:00:00+00","21.:2.00",1,4,"Collision with a fixed object","A","A",26,4,"Motorcyclists","M","On CARRINGTON CRESCENT 84m E from Int ROYSTON COURT",607309,"N","N","Non Intersection",9999,"CARRINGTON","CRESCENT","ROYSTON","COURT","Non Declared Road","FRANKSTON","METROPOLITAN SOUTH EAST REGION","Metro",2517180.897,2377494.694,607309,"N",2517180.897,2377494.694,"FRANKSTON","FRANKSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-38.10371083,145.1958797,3201
"269","T20190024864",2524531.786,2445653.394,1133,"2019/12/09 00:00:00+00","20.:1.00",1,4,"Collision with a fixed object","A","A",62,2,"Drivers","M","On NATIONAL PARK ROAD 888m S from Int WHITTLESEA-KINGLAKE ROAD",653918,"N","N","Non Intersection",9999,"NATIONAL PARK","ROAD","WHITTLESEA-KINGLAKE","ROAD","Non Declared Road","MURRINDINDI","NORTH EASTERN REGION","Country",2524531.786,2445653.394,653918,"N",2524531.786,2445653.394,"MURRINDINDI","MURRINDINDI,MURRINDINDI","NORTH EASTERN REGION","RURAL_VICTORIA",-37.48943373,145.2774224,3757
"270","T20190024916",2364468.804,2333614.192,1134,"2019/12/10 00:00:00+00","09.:0.00",1,4,"Collision with a fixed object","A","A",56,2,"Drivers","M","On BLACK BRIDGE ROAD 1775m W from Int GUM GULLY TRACK",630460,"N","N","Non Intersection",5905,"BLACK BRIDGE","ROAD","GUM GULLY","TRACK","Declared Road","COLAC OTWAY","SOUTH WESTERN REGION","Country",2364468.804,2333614.192,630460,"N",2364468.804,2333614.192,"COLAC OTWAY","COLAC OTWAY","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.4891811,143.4467792,3249
"271","T20190025135",2434506.073,2528596.184,1135,"2019/12/12 00:00:00+00","14.:3.00",1,2,"Struck Pedestrian","A","1",77,1,"Pedestrians","M","On WOOD STREET 117m NW from Int HAVILAH ROAD",630286,"N","N","Non Intersection",9999,"WOOD","STREET","HAVILAH","ROAD","Non Declared Road","BENDIGO","NORTHERN REGION","Bendigo",2434506.073,2528596.184,630286,"N",2434506.073,2528596.184,"BENDIGO","BENDIGO","NORTHERN REGION","LARGE_PROVINCIAL_CITIES",-36.74000734,144.266588,3550
"272","T20190025256",2449272.763,2412544.957,1136,"2019/12/13 00:00:00+00","14.:1.00",1,5,"Collision with some other object","A","A",37,2,"Drivers","F","On GEELONG-BACCHUS MARSH ROAD 239m NE from Int WILSONS LANE",609200,"N","N","Non Intersection",5060,"GEELONG-BACCHUS MARSH","ROAD","WILSONS","LANE","Declared Road","MOORABOOL","WESTERN REGION","Ballarat",2449272.763,2412544.957,609200,"N",2449272.763,2412544.957,"MOORABOOL","MOORABOOL","WESTERN REGION","RURAL_VICTORIA",-37.78670183,144.4240816,3340
"273","T20190025273",2388078.844,2317903.935,1137,"2019/12/13 00:00:00+00","14.:1.00",1,4,"Collision with a fixed object","A","A",67,2,"Drivers","M","On FORREST-APOLLO BAY ROAD 669m S from Int OLD COACH ROAD",609201,"N","N","Non Intersection",5023,"FORREST-APOLLO BAY","ROAD","OLD COACH","ROAD","Declared Road","COLAC OTWAY","SOUTH WESTERN REGION","Country",2388078.844,2317903.935,609201,"N",2388078.844,2317903.935,"COLAC OTWAY","COLAC OTWAY","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.63382894,143.7148895,3249
"274","T20190025290",2495748.129,2428136.178,1138,"2019/12/14 00:00:00+00","06.:1.00",2,1,"Collision with vehicle","A","B",29,2,"Drivers","M","At Int of SYDNEY ROAD and TRUCK CITY DRIVE",10631,"I","I","Intersection",5500,"SYDNEY","ROAD","TRUCK CITY","DRIVE","Declared Road","HUME","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2495748.129,2428136.178,10631,"I",2495748.129,2428136.178,"HUME","HUME","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.64759166,144.9518165,3061
"275","T20190025415",2486471.113,2417585.491,1139,"2019/12/15 00:00:00+00","20.:0.00",2,1,"Collision with vehicle","A","B",39,4,"Motorcyclists","M","On WESTERN RING ROAD(R) 226m SW from Int KEILOR PARK-WESTERN RING IN RAMP ON",626408,"N","N","Non Intersection",2900,"WESTERN RING","ROAD","KEILOR PARK-WESTERN RING IN ON","RAMP","Declared Road","BRIMBANK","METROPOLITAN NORTH WEST REGION","Melbourne - North West",2486471.113,2417585.491,626408,"N",2486471.113,2417585.491,"BRIMBANK","BRIMBANK","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.74256973,144.8464939,3033
"276","T20190025700",2501719.645,2427818.514,1140,"2019/12/19 00:00:00+00","07.:1.00",2,1,"Collision with vehicle","A","A",50,2,"Drivers","M","On MILLER STREET 26m S from Int WEDGE STREET",610905,"N","N","Non Intersection",9999,"MILLER","STREET","WEDGE","STREET","Non Declared Road","WHITTLESEA","METROPOLITAN NORTH WEST REGION","Melbourne - North East",2501719.645,2427818.514,610905,"N",2501719.645,2427818.514,"WHITTLESEA","WHITTLESEA","METROPOLITAN NORTH WEST REGION","MELB_URBAN",-37.65046213,145.0194883,3076
"277","T20190025744",2247923.07,2529337.913,1141,"2019/12/19 00:00:00+00","06.:2.00",2,1,"Collision with vehicle","A","B",24,6,"Bicyclists","M","On DIMBOOLA ROAD 639m NW from Int JENKINSON AVENUE",613307,"N","N","Non Intersection",2520,"DIMBOOLA","ROAD","JENKINSON","AVENUE","Declared Road","HORSHAM","WESTERN REGION","Country",2247923.07,2529337.913,613307,"N",2247923.07,2529337.913,"HORSHAM","HORSHAM","WESTERN REGION","SMALL_CITIES",-36.70192434,142.1782172,3400
"278","T20190025747",2431277.069,2504316.159,1142,"2019/12/19 00:00:00+00","17.:0.00",1,4,"Collision with a fixed object","A","A",24,2,"Drivers","M","On FOGARTYS GAP ROAD 641m SW from Int LEVERSHA ROAD",615910,"N","N","Non Intersection",9999,"FOGARTYS GAP","ROAD","LEVERSHA","ROAD","Non Declared Road","MOUNT ALEXANDER","NORTHERN REGION","Bendigo",2431277.069,2504316.159,615910,"N",2431277.069,2504316.159,"MOUNT ALEXANDER","MOUNT ALEXANDER","NORTHERN REGION","RURAL_VICTORIA",-36.95859133,144.2282265,3453
"279","T20190025801",2511920.48,2391469.082,1143,"2019/12/20 00:00:00+00","04.:3.00",1,2,"Struck Pedestrian","A","1",53,1,"Pedestrians","M","On SPRING ROAD 5m SE from Int TOORAK DRIVE",611186,"N","N","Non Intersection",9999,"SPRING","ROAD","TOORAK","DRIVE","Non Declared Road","KINGSTON","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2511920.48,2391469.082,611186,"N",2511920.48,2391469.082,"KINGSTON","KINGSTON","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.97789665,145.1356786,3172
"280","T20190025900",2513297.006,2393748.857,1144,"2019/12/21 00:00:00+00","09.:3.00",1,2,"Struck Pedestrian","A","1",87,1,"Pedestrians","M","At Int of SPRINGVALE ROAD and HEATHER GROVE",42509,"I","I","Intersection",2400,"SPRINGVALE","ROAD","HEATHER","GROVE","Declared Road","DANDENONG","METROPOLITAN SOUTH EAST REGION","Melbourne - South East",2513297.006,2393748.857,42509,"I",2513297.006,2393748.857,"DANDENONG","DANDENONG","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.95733851,145.1513049,3171
"281","T20190026089",2500517.095,2401828.692,1145,"2019/12/20 00:00:00+00","09.:3.00",2,1,"Collision with vehicle","A","A",90,2,"Drivers","M","On ORRONG ROAD 33m N from Int GLEN HUNTLY ROAD",612200,"N","N","Non Intersection",9999,"ORRONG","ROAD","GLEN HUNTLY","ROAD","Non Declared Road","GLEN EIRA","METROPOLITAN SOUTH EAST REGION","Melbourne - Inner South",2500517.095,2401828.692,612200,"N",2500517.095,2401828.692,"GLEN EIRA","GLEN EIRA","METROPOLITAN SOUTH EAST REGION","MELB_URBAN",-37.88463729,145.0058783,3185
"282","T20190026399",2441137.988,2522607.958,1146,"2019/12/28 00:00:00+00","22.:3.00",2,1,"Collision with vehicle","A","B",16,6,"Bicyclists","M","On STRATHFIELDSAYE ROAD 90m NW from Int WOODLEA CLOSE",629301,"N","N","Non Intersection",5175,"STRATHFIELDSAYE","ROAD","WOODLEA","CLOSE","Declared Road","BENDIGO","NORTHERN REGION","Bendigo",2441137.988,2522607.958,629301,"N",2441137.988,2522607.958,"BENDIGO","BENDIGO","NORTHERN REGION","LARGE_PROVINCIAL_CITIES",-36.79441189,144.3403862,3551
"283","T20190026421",2407378.943,2458143.729,1147,"2019/12/29 00:00:00+00","12.:1.00",2,1,"Collision with vehicle","A","1",37,3,"Passengers","F","At Int of KINGSTON ROAD and CHURCH PARADE",279106,"I","I","Intersection",9999,"KINGSTON","ROAD","CHURCH","PARADE","Non Declared Road","HEPBURN","WESTERN REGION","Ballarat",2407378.943,2458143.729,279106,"I",2407378.943,2458143.729,"HEPBURN","HEPBURN","WESTERN REGION","RURAL_VICTORIA",-37.37261739,143.9541679,3364
"284","T20190026421",2407378.943,2458143.729,1148,"2019/12/29 00:00:00+00","12.:1.00",2,1,"Collision with vehicle","A","2",5,3,"Passengers","M","At Int of KINGSTON ROAD and CHURCH PARADE",279106,"I","I","Intersection",9999,"KINGSTON","ROAD","CHURCH","PARADE","Non Declared Road","HEPBURN","WESTERN REGION","Ballarat",2407378.943,2458143.729,279106,"I",2407378.943,2458143.729,"HEPBURN","HEPBURN","WESTERN REGION","RURAL_VICTORIA",-37.37261739,143.9541679,3364
"285","T20190026546",2437882.637,2381409.704,1149,"2019/12/31 00:00:00+00","10.:2.00",2,1,"Collision with vehicle","A","A",38,2,"Drivers","F","At Int of BALLAN ROAD and STEIGLITZ ROAD",45326,"I","I","Intersection",5062,"GEELONG-BALLAN","ROAD","STEIGLITZ","ROAD","Declared Road","GEELONG","SOUTH WESTERN REGION","Country",2437882.637,2381409.704,45326,"I",2437882.637,2381409.704,"GEELONG","GEELONG","SOUTH WESTERN REGION","RURAL_VICTORIA",-38.06651956,144.2921428,3213
